subject,roi,r_common,signature...
subj01,ventral,6,0.312112,0.190873,0.116966,0.099999,0.075831,0.06299,1.361803,2.689602,4.969875,0.355125,0.303577,0.236165,0.169365,0.112155,0.082149,0.169368,0.14076,0.355125,0.037755,1.859686,0.166247,0.833753,5.064977,2.93715,0.533289,0.216358,0.531557,0.213441,0.061495,0.048516,2.958835,0.531557,0.744998,0.806493,0.85501
subj02,ventral,6,0.361004,0.192435,0.104562,0.083535,0.068016,0.057081,1.141791,2.168669,6.370811,0.424434,0.297311,0.24496,0.187775,0.124134,0.097507,0.184781,0.155954,0.424434,0.029759,1.849612,0.225601,0.774399,3.531802,2.861293,0.551249,0.184675,0.568628,0.182227,0.067687,0.050338,2.724928,0.568628,0.750855,0.818542,0.86888
subj03,ventral,6,0.376355,0.140565,0.11096,0.088955,0.072332,0.058721,1.088688,1.891108,6.486019,0.312277,0.241379,0.190688,0.13854,0.097211,0.065854,0.140993,0.117876,0.312277,0.028311,1.853393,0.171226,0.828774,4.923385,2.764571,0.570028,0.16447,0.588619,0.153615,0.062653,0.044554,2.639017,0.588619,0.742234,0.804887,0.849441
subj04,ventral,6,0.308373,0.23861,0.111726,0.081235,0.069013,0.056439,1.297486,2.701748,5.47691,0.437027,0.339358,0.25717,0.159238,0.124271,0.088047,0.188265,0.141755,0.437027,0.03554,1.826578,0.202488,0.797512,3.965561,2.898267,0.542132,0.200639,0.514832,0.234676,0.06862,0.050635,3.023218,0.514832,0.749508,0.818128,0.868763
subj05,ventral,6,0.332387,0.199215,0.106648,0.081826,0.071845,0.059984,1.25446,2.426844,5.647622,0.381004,0.285064,0.217481,0.161261,0.129104,0.082858,0.167351,0.145182,0.381004,0.027374,1.838975,0.158609,0.841391,5.398602,2.123308,0.669837,0.127368,0.652283,0.143845,0.045745,0.035855,2.212436,0.652283,0.796128,0.841873,0.877728
subj06,ventral,6,0.257861,0.219684,0.117977,0.093699,0.077166,0.063275,1.5331,3.37686,4.08358,0.447515,0.406117,0.331587,0.291405,0.236813,0.186644,0.272045,0.264109,0.447515,0.118271,1.992989,0.269855,0.730145,2.712955,2.999987,0.533428,0.193481,0.502058,0.225151,0.07243,0.046976,3.176185,0.502058,0.727209,0.79964,0.846616
subj07,ventral,6,0.344849,0.165173,0.109525,0.079254,0.067477,0.059891,1.220896,2.162523,5.785525,0.558402,0.457569,0.382868,0.346224,0.297311,0.248261,0.329442,0.321767,0.558402,0.14317,2.001098,0.312255,0.687745,2.206933,1.930599,0.707291,0.117769,0.688725,0.126969,0.052937,0.029635,2.019188,0.688725,0.815694,0.868632,0.898266
subj08,ventral,6,0.268415,0.229284,0.158891,0.093934,0.071048,0.059966,1.453874,3.343671,4.545465,0.474251,0.283962,0.211309,0.135913,0.098544,0.07424,0.168264,0.117228,0.474251,0.022784,1.744251,0.171607,0.828393,4.841097,3.989752,0.40897,0.228838,0.392701,0.247254,0.14161,0.074691,4.068413,0.392701,0.639955,0.781564,0.856256
subj01,lateral,6,0.476166,0.224299,0.112525,0.076009,0.047226,0.032573,0.779399,1.685523,15.094722,0.396842,0.224045,0.14627,0.061328,0.034558,0.016684,0.110829,0.047943,0.396842,0.000785,1.421947,0.163434,0.836566,5.156971,2.375029,0.618533,0.180718,0.632366,0.178412,0.047724,0.03136,2.288247,0.632366,0.810779,0.858503,0.889863
subj02,lateral,6,0.358531,0.24498,0.162914,0.098795,0.057517,0.042105,1.173557,2.549432,8.643508,0.419644,0.29841,0.174329,0.08871,0.054449,0.028221,0.134192,0.07158,0.419644,0.001028,1.501836,0.158013,0.841987,5.339956,2.956926,0.529797,0.211515,0.487662,0.253146,0.091739,0.049106,3.165074,0.487662,0.740808,0.832546,0.881652
subj03,lateral,6,0.398804,0.305402,0.105372,0.07815,0.053202,0.034568,0.97362,2.192312,12.555804,0.441396,0.256559,0.16846,0.129255,0.057707,0.02457,0.135404,0.093481,0.441396,0.000381,1.510705,0.206318,0.793682,3.922848,2.804039,0.551601,0.210856,0.546348,0.242031,0.049615,0.037946,2.749895,0.546348,0.788379,0.837993,0.87594
subj04,lateral,6,0.434818,0.195908,0.106282,0.089353,0.072505,0.056524,0.909587,1.764177,7.8395,0.323927,0.237671,0.150086,0.114972,0.064839,0.030639,0.116661,0.089906,0.323927,0.002828,1.606739,0.164056,0.835944,5.181747,2.955976,0.545708,0.162958,0.574721,0.144441,0.090605,0.050478,2.737367,0.574721,0.719163,0.809767,0.860245
subj05,lateral,6,0.416952,0.210255,0.111966,0.083824,0.069129,0.051179,0.969862,1.89538,8.197116,0.361654,0.256209,0.126877,0.079759,0.048317,0.034023,0.115321,0.064038,0.361654,0.00221,1.541931,0.15581,0.84419,5.445926,3.053191,0.537716,0.154468,0.544704,0.16559,0.071781,0.054149,2.966992,0.544704,0.710294,0.782075,0.836224
subj06,lateral,6,0.352547,0.213196,0.166531,0.101626,0.073289,0.050839,1.225856,2.568451,7.470474,0.341678,0.19594,0.138526,0.105553,0.058851,0.024712,0.109083,0.082202,0.341678,0.000417,1.564214,0.108023,0.891977,8.484384,2.891838,0.54329,0.19737,0.537935,0.193921,0.086121,0.047296,2.938859,0.537935,0.731855,0.817976,0.865272
subj07,lateral,6,0.515246,0.160136,0.094718,0.078161,0.058533,0.044903,0.639462,1.400458,11.791395,0.316895,0.231035,0.142328,0.086779,0.048808,0.026792,0.108055,0.067794,0.316895,0.002279,1.572464,0.167673,0.832327,5.145837,2.283216,0.630805,0.190613,0.664157,0.17062,0.0339,0.028962,2.114869,0.664157,0.834777,0.868677,0.897639
