query_nsd_id,anchor_nsd_id,gt_rank,bucket,confidence,strength,guidance_scale,steps,n_candidates,retrieval_pixcorr,retrieval_ssim,retrieval_psnr,retrieval_lpips,retrieval_clip_image_similarity,retrieval_alexnet2,retrieval_alexnet5,diffusion_pixcorr,diffusion_ssim,diffusion_psnr,diffusion_lpips,diffusion_clip_image_similarity,diffusion_alexnet2,diffusion_alexnet5,delta_pixcorr,delta_ssim,delta_psnr,delta_lpips,delta_clip_image_similarity,delta_alexnet2,delta_alexnet5
11932,11932,1,perfect,0.5597938299179077,0.0,0.0,0,0,1.0,1.0,inf,0.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,inf,0.0,0.9999999403953552,1.0,0.9999999403953552,0.0,0.0,nan,0.0,0.0,0.0,0.0
20633,20633,1,perfect,0.217739999294281,0.0,0.0,0,0,1.0,1.0,inf,0.0,1.0,0.9999998807907104,0.9999999403953552,1.0,1.0,inf,0.0,1.0,0.9999998807907104,0.9999999403953552,0.0,0.0,nan,0.0,0.0,0.0,0.0
51745,51745,1,perfect,0.36160480976104736,0.0,0.0,0,0,1.0,1.0,inf,0.0,1.0,0.9999998807907104,0.9999999403953552,1.0,1.0,inf,0.0,1.0,0.9999998807907104,0.9999999403953552,0.0,0.0,nan,0.0,0.0,0.0,0.0
60456,60456,1,perfect,0.2739456295967102,0.0,0.0,0,0,1.0,1.0,inf,0.0,1.0000001192092896,0.9999998807907104,1.0000001192092896,1.0,1.0,inf,0.0,1.0000001192092896,0.9999998807907104,1.0000001192092896,0.0,0.0,nan,0.0,0.0,0.0,0.0
42851,44971,2,good,0.012009799480438232,0.2964,3.05,39,16,-0.08292600283684483,0.0991993322968483,9.163089918258931,0.7862467765808105,0.617122232913971,0.37661004066467285,0.3270166516304016,-0.09114445722842865,0.07608214765787125,9.27471364998868,0.7787601351737976,0.7399558424949646,0.39945724606513977,0.335216760635376,-0.008218454391583821,-0.02311718463897705,0.1116237317297486,-0.0074866414070129395,0.12283360958099365,0.02284720540046692,0.008200109004974365
57822,16252,2,good,0.07795852422714233,0.2766,3.35,38,16,0.21462947480698577,0.03316771984100342,10.389136748911374,0.6914729475975037,0.601133406162262,0.42461973428726196,0.27487868070602417,0.22699470789742934,0.040037237107753754,10.836787789963127,0.7734459638595581,0.5127227306365967,0.4446231722831726,0.21034245193004608,0.012365233090443573,0.006869517266750336,0.4476510410517527,0.08197301626205444,-0.08841067552566528,0.020003437995910645,-0.06453622877597809
59994,16252,2,good,0.11266714334487915,0.2662,3.51,37,16,0.0065890580561603265,0.025825297459959984,9.159115117433489,0.7335051894187927,0.6230560541152954,0.4027141034603119,0.34730881452560425,0.01720581672973819,0.02918543852865696,9.504263413870454,0.7615835666656494,0.5862311124801636,0.42323747277259827,0.35659173130989075,0.010616758673577862,0.0033601410686969757,0.34514829643696565,0.02807837724685669,-0.036824941635131836,0.020523369312286377,0.009282916784286499
62365,63825,5,good,0.009557783603668213,0.2971,3.04,39,16,0.5351425605238415,0.2949581444263458,11.749784056303398,0.6539450883865356,0.574073076248169,0.4643740952014923,0.4135738015174866,0.5335073432257461,0.28811800479888916,11.693430168825834,0.6714890599250793,0.5237274765968323,0.45972514152526855,0.3804301619529724,-0.0016352172980953483,-0.006840139627456665,-0.05635388747756309,0.0175439715385437,-0.05034559965133667,-0.004648953676223755,-0.03314363956451416
34850,28689,14,near_good,0.07007867097854614,0.279,3.32,38,16,0.10204663772381185,0.11198500543832779,9.43911343578807,0.7299820184707642,0.5861790776252747,0.3894294202327728,0.2982114851474762,0.08430520235778151,0.11442895978689194,9.419148976938596,0.7541208267211914,0.5490664839744568,0.40305954217910767,0.31074386835098267,-0.017741435366030345,0.002443954348564148,-0.019964458849473843,0.024138808250427246,-0.03711259365081787,0.013630121946334839,0.01253238320350647
51051,57650,14,near_good,0.023560643196105957,0.2929,3.11,39,16,-0.1391484374959008,0.3391517698764801,10.128893798735595,0.7637457251548767,0.8404288291931152,0.526364266872406,0.48561349511146545,-0.13955975672488954,0.27048662304878235,10.155737777816348,0.7586216926574707,0.7530345916748047,0.5125985741615295,0.4658527672290802,-0.00041131922898873796,-0.06866514682769775,0.026843979080753755,-0.005124032497406006,-0.08739423751831055,-0.013765692710876465,-0.019760727882385254
51521,19181,7,near_good,0.002401292324066162,0.2993,3.01,39,16,0.17272597461113345,0.06015380099415779,8.774188474042129,0.6971575021743774,0.7090860605239868,0.3658624291419983,0.21730199456214905,0.1665692864827315,0.04475008323788643,8.831840613055258,0.7456821203231812,0.7050818204879761,0.3830386698246002,0.1584940403699875,-0.006156688128401949,-0.015403717756271362,0.057652139013129045,0.04852461814880371,-0.004004240036010742,0.01717624068260193,-0.05880795419216156
64880,27972,11,near_good,0.08385884761810303,0.2748,3.38,37,16,-0.10097541061194228,0.08191994577646255,5.745987523437512,0.7383688688278198,0.519407331943512,0.3727169334888458,0.1946249008178711,-0.10451368011758418,0.07478667050600052,5.886170421189741,0.7370485067367554,0.48120883107185364,0.4075077474117279,0.23150986433029175,-0.0035382695056419,-0.007133275270462036,0.14018289775222836,-0.0013203620910644531,-0.038198500871658325,0.03479081392288208,0.036884963512420654
7654,13312,37,hard,0.04207640886306763,0.2874,3.19,38,16,-0.04680268196968429,0.06705588847398758,7.330097981086547,0.6976386308670044,0.719654381275177,0.35244494676589966,0.3556057810783386,-0.04082050830881211,0.0625714585185051,7.502752716903003,0.6912380456924438,0.7174325585365295,0.36572909355163574,0.32045978307724,0.005982173660872177,-0.004484429955482483,0.1726547358164554,-0.006400585174560547,-0.002221822738647461,0.013284146785736084,-0.03514599800109863
26720,10600,53,hard,0.0916094183921814,0.2725,3.41,37,16,0.32731278316674406,0.22252416610717773,10.262580067796144,0.6480809450149536,0.7074463963508606,0.4361254870891571,0.494789719581604,0.3387562073512497,0.2120860368013382,10.457909938401269,0.6661581993103027,0.6646500825881958,0.44738465547561646,0.49323800206184387,0.011443424184505668,-0.010438129305839539,0.19532987060512497,0.01807725429534912,-0.042796313762664795,0.01125916838645935,-0.0015517175197601318
32910,52652,16,hard,0.2861473560333252,0.2142,4.29,32,16,0.18478056028399698,0.12400708347558975,10.166638215536931,0.7586349248886108,0.7160113453865051,0.4085274636745453,0.3355114758014679,0.16858887134880526,0.10450010746717453,10.205615932638635,0.7681528329849243,0.6872574090957642,0.4229467511177063,0.3285844326019287,-0.01619168893519171,-0.019506976008415222,0.03897771710170339,0.009517908096313477,-0.028753936290740967,0.01441928744316101,-0.006927043199539185
57553,26292,16,hard,0.03645354509353638,0.2891,3.16,39,16,-0.12873957165489516,0.27154549956321716,10.270874177687839,0.8301772475242615,0.7341164946556091,0.4395572245121002,0.320098876953125,-0.10020899515440587,0.27554771304130554,10.46673737915464,0.8161547183990479,0.6758394837379456,0.46720409393310547,0.3085426986217499,0.02853057650048929,0.004002213478088379,0.19586320146680158,-0.014022529125213623,-0.058277010917663574,0.02764686942100525,-0.011556178331375122
